Paper_ID,Material,Substrate,Method,Gas_Mixture_Std,Power_W,Working_Pressure_Pa,Base_Pressure_Pa,Temperature_C,Thickness_nm
10.1016_j.jallcom.2025.180967,Nickel-tungsten oxide (NW),,RF sputtering,Unknown,,,,"[25.0, 150.0]",
10.1016_j.jallcom.2025.181706,WO3 (Tungsten trioxide),,DC magnetron sputtering followed by thermal oxidation,Unknown,,,,400.0,200.0
10.1016_j.jallcom.2025.181844,Niobium doped titanium dioxide (Nb:TiO2-x),Fused silica and EAGLE XG glass,Direct current (DC) magnetron sputtering,Ar/O2,100.0,0.32,0.0002,25.850000000000023,140.0
10.1016_j.jallcom.2025.181967,Oxide dispersion hardened (ODS) Mo,Thermally oxidized Si,DC magnetron sputtering,Ar,500.0,0.26,0.0005,,100.0
10.1016_j.jallcom.2025.183171,HfOx:Ti,n-type (100) Silicon and α-sapphire (0001),DC reactive magnetron co-sputtering,Ar/O2,"[200.0, 200.0]",0.3,0.00035999999999999997,25.0,
10.1016_j.jallcom.2025.183181,Nickel oxide (NiO x ),Flexible,reactive magnetron sputtering,Unknown,250.0,,,,
10.1016_j.jallcom.2025.183273,Ta2O5,Boron doped Silicon (Si) (001),Magnetron Radio Frequency (RF) sputtering,Ar/O2,6.57,,,,192.0
10.1016_j.jallcom.2025.183426,CuAlO 2,alumina substrates,direct current (DC) reactive sputtering,Unknown,,,,1149.85,
10.1016_j.jallcom.2025.183574,Barium strontium titanate (Ba0.7Sr0.3TiO3),,RF sputtering,Unknown,,,,25.0,595.0
10.1016_j.jallcom.2025.183595,Zinc oxide (ZnO),,Reactive radio-frequency (RF) magnetron sputtering,Unknown,,,,,
10.1016_j.jallcom.2025.183666,Al 2 O 3 /Si 3 N 4 /YAlO composite film,,reactive magnetron sputtering,Unknown,,,,,
10.1016_j.jallcom.2025.183971,Al5C3N,α-Al2O3(001) and AlN(001)/α-Al2O3(001),DC-magnetron sputtering,Ar/N2,"[160.0, 180.0]",0.399966,1.3332200000000001e-06,"[650.0, 800.0]",1000.0
10.1016_j.jallcom.2025.183974,GeO2,sapphire,direct-current magnetron sputtering,Unknown,,,,,
10.1016_j.jallcom.2025.184484,Nb-doped TiO₂ (NTO),,Pulsed laser deposition (PLD) and magnetron sputtering method,Unknown,,,,,
10.1016_j.jallcom.2025.184505,Niobium pentoxide (Nb2O5),,MetaMode ion source-enhanced magnetron sputtering,O2,,,,,
10.1016_j.jallcom.2025.184529,Nb2O5,,reactive RF-magnetron sputtering,Unknown,,,,"[50.0, 550.0, 800.0]",
10.1016_j.jallcom.2025.184562,Zr-N-O thin films,,air-based reactive sputtering,Ar,,,,,
10.1016_j.jallcom.2025.185495,LaVO3 and LaVO4 (undoped and doped with Zn and Sb),Single-crystal silicon Si (100) and quartz,Reactive magnetron sputtering,Ar/O2,,0.4,0.001,,350.0
10.1016_j.jallcom.2026.186114,Al-Cu binary thin film system,Native oxide covered Si,DC magnetron co-sputtering,Ar,,0.36000000000000004,3.0000000000000005e-06,25.0,1700.0
10.1016_j.jascer.2014.05.002,BaTiO3,MgO(100) single crystal,RF reactive sputtering,Ar/O2,120.0,3.99966,,550.0,1000.0
10.1016_j.jcis.2020.01.073,Titanium (Ti),316L stainless steel (SS) and fused silica,DC unbalanced magnetron sputtering,Ar,2.38,,0.0013332200000000002,"[150.0, 300.0]",
10.1016_j.jcis.2021.12.074,Molybdenum oxynitride (MNO),,Magnetron sputtering,Unknown,,,,300.0,
10.1016_j.jcis.2022.06.114,Nitrogen-doped titanium dioxide (N-doped TiO2),Metallic stents,Reactive magnetron sputtering,Ar/O2/N2,,,,,
10.1016_j.jcrysgro.2003.07.002,p-type ZnO,amorphous quartz,reactive DC magnetron sputtering,Ar,,,,350.0,
10.1016_j.jcrysgro.2003.07.006,Indium tin oxide (ITO),,sputtering deposition,O2,,,,,
10.1016_j.jcrysgro.2003.10.039,Ba 0.7 Sr 0.3 TiO 3 /YBa 2 Cu 3 O 7Àd (BST/YBCO),(0 0 1) SrTiO 3,DC magnetron sputtering and pulsed laser deposition,Unknown,,,,,
10.1016_j.jcrysgro.2003.12.007,LaFeO 3 (LFO),MgO(0 0 1) single-crystal,RF magnetron sputtering,Unknown,,,,500.0,
10.1016_j.jcrysgro.2003.12.059,p-type ZnO,glass,DC reactive magnetron sputtering,O2/N2,,,,500.0,
10.1016_j.jcrysgro.2004.02.095,Gd 2 O 3,Si (1 0 0),magnetron sputtering,Ar,,,,650.0,
10.1016_j.jcrysgro.2004.05.007,ZnO,Al/Si(1 0 0),DC reactive magnetron sputtering,Unknown,,,,,
10.1016_j.jcrysgro.2004.05.038,HfO2,Si,Plasma oxidation of sputtered metallic Hf films,O2/N2,,,,600.0,
10.1016_j.jcrysgro.2004.10.013,Niobium-doped (Pb 0.8 Ba 0.2 )ZrO 3 (PBNZ),,RF-magnetron sputtering,Unknown,,,,25.0,
10.1016_j.jcrysgro.2004.10.018,p-Type zinc oxide (ZnO) thin films (Al and N co-doped),,DC reactive magnetron sputtering,Ar/O2,,,,25.0,
10.1016_j.jcrysgro.2004.10.026,Al-doped ZnO (ZnO:Al),glass substrates,co-sputtering,Unknown,,,,25.0,
10.1016_j.jcrysgro.2004.10.028,Ba 0.5 Sr 0.5 TiO 3 (BST) doped with W,LaNiO 3 (LNO) electrode,RF-magnetron sputtering,Unknown,,,,,
10.1016_j.jcrysgro.2005.01.061,Al-doped zinc oxide (AZO),glass,pulsed DC magnetron sputtering,Unknown,,,,,
10.1016_j.jcrysgro.2005.02.014,yttria-stabilized zirconia (YSZ) and titanium nitride (TiN),polycrystalline stainless steel or glass,unbalanced reactive magnetron sputtering,Unknown,,,,,
10.1016_j.jcrysgro.2005.04.045,ZnO:Al,glass,RF magnetron co-sputtering,Unknown,,,,299.85,
10.1016_j.jcrysgro.2005.05.050,ZnO and Zn 1-x Mg x O,(0 0 0 1) sapphire,reactive RF magnetron sputtering,Unknown,,,,"[600.0, 700.0]",
10.1016_j.jcrysgro.2005.05.071,Li-doped ZnO,glass,DC reactive magnetron sputtering,Unknown,,,,,
10.1016_j.jcrysgro.2005.06.016,"BaPbO3 (BPO) and Pb(Zr,Ti)O3 (PZT)",(0 0 1)- and (1 1 1)-oriented SrTiO3 (STO),RF-magnetron sputtering,Unknown,,,,650.0,
10.1016_j.jcrysgro.2005.08.023,Mg-Al spinel,sapphire single crystal,RF magnetron sputtering,Other,,,,1300.0,15000000.0
10.1016_j.jcrysgro.2005.09.018,ZnO,,RF magnetron sputtering,Unknown,,0.6932744,,300.0,2100000.0
10.1016_j.jcrysgro.2005.09.045,"Silicon oxide (SiO2), Silicon nitride (Si3N4)","Amorphous silicon oxide, Silicon nitride (Si3N4)",Molecular dynamics simulations of physical sputtering,Ar,,,,,
10.1016_j.jcrysgro.2005.10.012,Zn 0.93 Mn 0.07 O,,RF magnetron sputtering,Ar,,,,,
10.1016_j.jcrysgro.2005.10.040,Aluminum-doped zinc oxide (AZO),Glass,Radio frequency (RF) magnetron sputtering,Ar/H2,,,8e-05,25.0,
10.1016_j.jcrysgro.2005.11.008,ZnO,quartz,RF sputtering,Unknown,,,0.0005,,
10.1016_j.jcrysgro.2005.11.089,Zinc oxide (ZnO),Glass,Sputtering,Unknown,,,,,
10.1016_j.jcrysgro.2005.12.093,yttria-stabilized zirconia (YSZ),polycrystalline non-aligned stainless steel and amorphous glass,unbalanced magnetron sputtering,Unknown,,,,,
10.1016_j.jcrysgro.2006.01.022,Sb-doped and undoped ZnO thin films,Si (1 0 0),RF magnetron sputtering,Unknown,,,,,
10.1016_j.jcrysgro.2006.01.052,ZnO,(0 0 0 6) sapphire,RF magnetron sputtering,Unknown,,,0.005,750.0,
10.1016_j.jcrysgro.2006.02.021,lead zirconate titanate (PZT),BaPbO 3 (BPO),RF-magnetron sputtering,Unknown,,,,4751.0,136.0
10.1016_j.jcrysgro.2006.02.023,Zinc oxide (ZnO),Si,RF magnetron sputtering,Unknown,,,,,
10.1016_j.jcrysgro.2006.04.101,ZnO,SiO2/Si(100) and diamond-like carbon (DLC) coated on silicon,RF magnetron sputtering,Ar/O2,,,,,
10.1016_j.jcrysgro.2013.12.018,Ag modified TiO2,Glass slides,RF magnetron sputtering,Ar/O2,80.0,3.99966,,"[25.0, 400.0, 500.0]","[100.0, 200.0, 300.0]"
10.1016_j.jcrysgro.2014.02.028,Aluminum doped zinc oxide (ZnO:Al),Glass and silicon,r.f. magnetron sputtering,Ar,165.0,0.3,,25.0,
10.1016_j.jcrysgro.2014.11.030,β-Ga2O3 nanowires,"amorphous SiN/Si(0 0 1), SiOx/Si(0 0 1), and glass",Radio-frequency (RF) powder-sputtering,Ar,,,,450.0,
10.1016_j.jcrysgro.2014.12.001,(Sr 0.99 La 0.01 ) 2 (Ta 0.99 Ti 0.01 ) 2 O 7 and (Sr 0.99 La 0.01 )(Ta 0.99 Ti 0.01 )O 2 N,(0 0 1)MgO,Reactive radio-frequency magnetron sputtering,O2/N2,,,,,
10.1016_j.jcrysgro.2015.11.043,Aluminum nitride (AlN),Magnesium oxide (MgO) (111),Low temperature helicon sputtering,Ar/N2,,0.12,7.000000000000001e-05,500.0,
10.1016_j.jcrysgro.2017.01.048,ZnO,"Silica, silicon, and sapphire",Magnetron sputtering,Unknown,,,,,
10.1016_j.jcrysgro.2017.10.011,WO3,CuO nanowires and thin films,Reactive DC magnetron sputtering,Unknown,,,,650.0,
10.1016_j.jcrysgro.2018.05.009,SnOx,soda-lime glass and sapphire,reactive ion beam sputter deposition (IBSD),Ar/O2,,,,25.0,
10.1016_j.jcrysgro.2023.127317,Zinc oxide (ZnO),,Sputtering,Unknown,,,,,300.0
10.1016_j.jcrysgro.2023.127319,ZnGa2O4,Ga2O3 nanowires,Reactive magnetron co-sputtering and atomic layer deposition,Unknown,,,,,
10.1016_j.jcrysgro.2024.127835,Nickel (Ni) doped zinc oxide (ZnO),Nickel (Ni) seed layer,RF magnetron sputtering,Unknown,,,,"[300.0, 300.0]",
10.1016_j.jeurceramsoc.2005.03.013,LaTiO x N y oxynitride,(0 0 1) strontium titanate and glass,Radio-frequency (rf) magnetron sputtering,Unknown,,,,,
10.1016_j.jeurceramsoc.2005.03.023,Al and F-doped ZnO (AFZO),glass,co-sputtering,Unknown,,,,300.0,200.0
10.1016_j.jeurceramsoc.2013.12.006,nanocrystalline TiC/amorphous C (TiC/a:C),Oxidized silicon (Si/SiO2),DC magnetron sputtering,Ar,"[150.0, 15.0]",0.25,,25.0,
10.1016_j.jeurceramsoc.2019.12.023,(Sr 2 Ta 2 O 7 ) 100-x (La 2 Ti 2 O 7 ) x (x = 1.65),,radio-frequency (rf) magnetron sputtering,O2/N2,,,,550.0,
10.1016_j.jeurceramsoc.2020.05.052,VO2 (B),"amorphous SrTiO3 buffer layer, read-outintegrated-circuits (ROICs), glass, and polymer substrates",Sputtering,Unknown,,,,350.0,
10.1016_j.jeurceramsoc.2020.08.002,ZnO:Ga:Cl,,DC magnetron sputtering,Unknown,,,,,
10.1016_j.jeurceramsoc.2021.01.029,hydrogenated Ga-doped ZnO (HGZO),,sputtering technique,Unknown,,,,,900.0
10.1016_j.jeurceramsoc.2023.01.030,ZnO-MnO2-ZnO (ZMZ),,Magnetron sputtering,Unknown,,,,200.0,
10.1016_j.jeurceramsoc.2023.08.023,WO 3,porous anodic alumina,magnetron sputtering,Unknown,,,,,
10.1016_j.jeurceramsoc.2024.116763,(CrV)n+1AlCn MAX phases,"Si wafer with thermally grown amorphous SiO2 layer, polished polycrystalline Al2O3",Combinatorial magnetron sputtering,Ar,"[200.0, 120.0]",0.5,0.0001,300.0,"[1500.0, 4500.0]"
10.1016_j.jeurceramsoc.2024.117139,Al 2 O 3 /ZrO 2 doped LiNbO,,Magnetron sputtering,Unknown,,,,,
10.1016_j.jeurceramsoc.2025.118008,Aluminum tungsten co-doped zinc oxide (AWZO) and aluminum-doped zinc oxide (AZO),,RF magnetron sputtering,Unknown,,,,25.0,
10.1016_j.jmmm.2003.12.118,[MnO]x[MoO2+d]1-x,quartz glass,magnetron sputtering enhanced with an inductively coupled rf plasma,O2,,,,49.85000000000002,800.0
10.1016_j.jmmm.2003.12.762,Co,Si (1 0 0) with a thin native oxide layer (~30 Å),Magnetron sputtering,Unknown,,,,,
10.1016_j.jmmm.2004.11.290,La 2/3 Ca 1/3 MnO 3 (LCMO),SrTiO 3 (STO),RF-sputtering and MOCVD,Unknown,,,,,"[50.0, 300.0]"
10.1016_j.jmmm.2006.01.072,Double barrier magnetic tunnel junctions (DBMTJs) with layer structure Ta/Cu/NiFe/IrMn/CoFeB/Al-oxide,Si/SiO2 wafer,Magnetron sputtering system,Unknown,,,,,5.0
10.1016_j.jmmm.2006.02.108,pMTJ (Si/Pt/GdFeCo/FeCo/MgO/FeCo/TbFe-Co/Pt),Si,"DC magnetron sputtering, RF reactive sputtering, plasma oxidation",Unknown,,,,,
10.1016_j.jmmm.2014.10.169,"Sm3+ doped ZnO (Zn1-xSmxO, where x = 0.02, 0.04 and 0.06)",silicon (100),radio frequency magnetron sputtering,Unknown,,,,,100.0
10.1016_j.jmmm.2015.06.066,NiFe,HfO2 dielectric layer and n+-Si,sputtering deposition,Unknown,,,,250.0,"[30.0, 100.0]"
10.1016_j.jmmm.2016.02.069,Nd0.7Sr0.3MnO3,(001) oriented LaAlO3,RF-magnetron sputtering,Unknown,,,,,12.0
10.1016_j.jmmm.2016.12.049,nickel and nickel oxide,glass,RF magnetron sputtering technique,Unknown,,,,,
10.1016_j.jmmm.2017.01.019,Fe-oxide (Fe-O) and YBa 2 Cu 3 O 7-x (YBCO),LaAlO 3 (LAO),Reactive magnetron sputtering,Unknown,,,,250.0,
10.1016_j.jmmm.2017.06.037,La 0.7 Sr 0.3 MnO 3 /LaFeO 3 (LSMO/LFO),(0 0 1) oriented LaAlO 3 (LAO),RF magnetron sputtering,Unknown,,,,,30.0
10.1016_j.jmmm.2018.03.027,Fe3O4,,Reactive sputtering,Unknown,,,,,25.0
10.1016_j.jmmm.2018.09.059,BiFeO 3 -CoFe 2 O 4 (BFO-CFO) nanocomposite,Nb-doped SrTiO 3 (Nb:STO),Radio frequency (RF) magnetron sputtering,Unknown,,,,,
10.1016_j.jmmm.2019.04.050,CoPt/CoO x,MgO (1 1 1) single crystal,dc magnetron sputtering,Ar/O2,,,5e-05,"[229.85000000000002, 25.0]","[5.0, 4.0]"
10.1016_j.jmmm.2019.04.089,Ni doped ZnO thin films functionalized with Trioctylphosphine oxide (TOPO),,RF magnetron sputtering and spin coating,Unknown,,,,,
10.1016_j.jmmm.2019.166008,Fe 20 Ni 80 and Co 20 Fe 60 B 20,naturally oxidized silicon,radio-frequency magnetron sputtering,Unknown,,,,,
10.1016_j.jmmm.2019.166101,"Zn, Ti, Al",Sm 2 Fe 17 N 3 magnet powder,Arc-plasma deposition (APD) and DC magnetron sputtering,Unknown,,,,,
10.1016_j.jmmm.2020.167582,Cobalt ferrite,FeCo and FeCoCr nanowire arrays embedded in alumina template,sputtering,Unknown,,,,,70.0
10.1016_j.jmmm.2020.167615,NiFe (Ni80Fe20),MgO (200) single-crystal substrate and TiN (10 nm)/CrRu (30 nm)/Glass,Magnetron sputtering,Ar,,1.3332199999999998,1333.22,"[25.0, 600.0]",40.0
10.1016_j.jmmm.2021.167775,Cu-doped LiNbO3,,RF-magnetron sputtering,Unknown,,,,,
10.1016_j.jmmm.2021.167798,Tb 0.3 Dy 0.7 Fe 1.92 (Terfenol-D),,Direct Current (DC) magnetron sputtering,Unknown,,,,,60.0
10.1016_j.jmmm.2021.167874,Zr6Co23,Al2O3 (0001),RF magnetron sputtering,Unknown,,,,,150.0
10.1016_j.jmmm.2021.168058,BiFeO3-Y3Fe5O12 composite,(0 0 1)-oriented SrTiO3,Sputter deposition,Unknown,,,,650.0,
10.1016_j.jmmm.2021.168128,Fe3O4,α-Al2O3 (0001),Magnetron sputtering,Unknown,,,0.000199983,600.0,200.0
10.1016_j.jmmm.2021.168255,Al(NOy)x phase,,Reactive sputtering,Ar/N2,,,,,
10.1016_j.jmmm.2022.169095,"Fe1-xRhx (x = 0.45, 0.50, 0.55)","MgO (001), Al2O3 (0001) (AlO), and quartz (Qtz)",Magnetron sputtering,Unknown,,,,,50.0
10.1016_j.jmmm.2022.170117,"Iron oxide (magnetite, maghemite, hematite)",Si (1 0 0),RF reactive magnetron sputtering,Ar/N2,150.0,,1333.22,25.0,"[23.0, 42.0]"
10.1016_j.jmmm.2023.171154,Co x (CoO) 100-x thin film composites,Glass-ceramic plates and monocrystalline NaCl,Ion-beam sputtering,Ar/O2,,,,,
10.1016_j.jmmm.2024.172287,{[(Co 40 Fe 40 B 20 ) 34 (SiO 2 ) 66 ]/[ZnO]} n multilayer structures,glass ceramic substrates,ion-beam sputtering,Unknown,,,,,32.0
10.1016_j.jmmm.2024.172542,Bismuth-iron-garnet (BIG; Bi3Fe5O12),Single crystal gadolinium-gallium-garnet (GGG; Gd3Ga5O12) (111),Radio frequency (RF) confocal sputtering,Ar,,,,510.0,
10.1016_j.jmmm.2025.173534,Cr2MnAl alloy,porous anodized aluminum oxide (AAO) templates,magnetron sputtering,Unknown,,,,25.0,
10.1016_j.jmrt.2018.05.013,Cu-Cr-O,Fused silica,DC reactive magnetron sputtering,Ar/O2,"[150.0, 10.0]",0.39996600000000004,0.000799932,25.0,122.0
10.1016_j.jmrt.2019.09.057,Sm-doped SnO2,Silicon,RF magnetron DC sputtering,Unknown,,,,,100.0
10.1016_j.jmrt.2019.11.009,PTFE + Al2O3,"Cold sprayed Ti-6Al, Ti-10Al, Ti-50Al MMC coatings",PVD magnetron sputtering (layer-by-layer and co-sputtering),Ar,"[250.0, 100.0]",,9.999999999999999e-05,25.0,
10.1016_j.jmrt.2020.03.101,TiO2,Woven stainless-steel 304 L mesh,Pulsed DC magnetron sputtering,Ar/O2,250.0,0.44,,25.0,200.0
10.1016_j.jmrt.2020.07.086,Zinc oxide (ZnO),Glass,RF magnetron sputtering,Ar/O2,150.0,6.6661,,25.0,"[399.4, 851.4]"
10.1016_j.jmrt.2021.03.082,Hydrogenated TiO2 thin films,Fused silica and c-Si (100),Ion beam sputtering (IBS),Ar/O2/H2,,0.035,0.0001,"[5.0, 1000.0]",
10.1016_j.jmrt.2021.10.081,Al2O3,La3Ga5SiO14 (LGS),RF magnetron sputtering,Ar,300.0,0.63,4.9999999999999996e-06,25.0,"[50.0, 100.0, 150.0, 200.0]"
10.1016_j.jmrt.2023.03.072,TiO2,Soda-lime glass,Pulsed DC triode magnetron sputtering (TMS),Ar,,0.39996600000000004,0.0133322,300.0,130.0
10.1016_j.jmrt.2024.01.286,Aluminium nitride (AlN),Silicon (Si),RF magnetron sputtering,Ar/N2,250.0,0.133322,,,150.0
10.1016_j.jmst.2013.10.023,Tungsten doped indium oxide (IWO),glass substrate,radio frequency (RF) reactive magnetron sputtering,Unknown,50.0,,,25.0,
10.1016_j.jmst.2014.11.009,Ga-doped ZnO (GZO),glass substrate,radio frequency (RF) magnetron sputtering,Unknown,,,,,
10.1016_j.jmst.2015.07.018,Ga doped ZnO (GZO)/Cu grid/GZO multilayer,,RF magnetron sputtering (GZO layers) and Electron beam evaporation (Cu grids),Unknown,,,,25.0,
10.1016_j.jmst.2015.07.020,Al2O3 and ZrO2,Pure magnesium (99.95%) disk,Pulsed-DC reactive sputtering process,Unknown,,,,,
10.1016_j.jmst.2019.03.034,tin oxide (SnO x ),soda lime glass,reactive DC sputtering,O2,,,,"[25.0, 350.0]",
10.1016_j.jmst.2019.12.004,boron-doped zinc oxide (BZO),,Reactive sputtering,Ar/H2,,,,,
10.1016_j.jmst.2020.11.036,amorphous WO 3-x,glass,reactive DC sputtering,Ar/O2,,,,,
10.1016_j.jmst.2020.12.004,"NiNb (Ni50Nb50, Ni60Nb40, and Ni50Nb50/Ni60Nb40 multilayer)",316 stainless steel,Magnetron sputtering,Unknown,,,,,
10.1016_j.jmst.2021.05.039,Mn3Ag(1-x)CuxN,alumina and glass,reactive magnetron sputtering,Unknown,,,,300.0,
10.1016_j.jmst.2021.07.035,TiO2,bio-template,magnetron sputtering,Unknown,,,,,
10.1016_j.jnnfm.2014.12.002,ZnO,,Standard RF sputtering and High Target Utilisation Sputtering (HiTUS),Unknown,,,,,
10.1016_j.jnoncrysol.2003.09.024,Indium tin oxide (ITO),Polyethylene terephthalate (PET),DC magnetron sputtering using a negative metal ion source,Unknown,,,,,
10.1016_j.jnoncrysol.2005.08.014,ZnO,Glass substrate,RF sputtering,O2,,,,,
10.1016_j.jnoncrysol.2005.10.024,silicon oxide,polycarbonate (PC),dual ion beam sputtering,Ar/O2,,,,,
10.1016_j.jnoncrysol.2005.11.080,zinc tin oxide (ZTO),flexible polyimide sheets,sputter deposition,Unknown,,,,70.0,50.0
10.1016_j.jnoncrysol.2005.11.088,ITO (Indium Tin Oxide),,RF and DC magnetron sputtering,Ar/O2,"[1.0, 1.5]",,,25.0,300.0
10.1016_j.jnoncrysol.2006.01.067,Indium zinc oxide (IZO),glass,rf magnetron sputtering,Unknown,,,,25.0,15.0
10.1016_j.jnoncrysol.2006.01.088,TiO2 doped with V and Pd; TiO2 doped with Co and Pd,Silicon,Magnetron sputtering,Unknown,,,,,
10.1016_j.jnoncrysol.2006.01.091,Er3+/Yb3+ coactivated silica-germania (SiO2-GeO2 codoped with Er2O3 and Yb2O3),,Radio-frequency-magnetron-sputtering,Unknown,,,,,
10.1016_j.jnoncrysol.2006.02.021,ZnO,soda-lime glass,rf magnetron sputtering,Unknown,,1.06,,25.0,
10.1016_j.jnoncrysol.2006.02.022,intrinsic/nondoped zinc oxide (ZnO),Corning 1737 glass,radio frequency magnetron sputtering,Unknown,,,,25.0,
10.1016_j.jnoncrysol.2006.03.013,"TiO 2 doped with Pd, Co and V",,low-pressure hot-target reactive magnetron sputtering,Unknown,,,,,
10.1016_j.jnoncrysol.2015.08.030,Silica-hafnia (SiO2-HfO2) and silica-zirconia (SiO2-ZrO2),,Ion beam sputtering (IBS) and sol-gel,Unknown,,,,,
10.1016_j.jnoncrysol.2016.03.005,Be x Zn y O,crystalline Si (100) and glass,RF magnetron sputtering,Unknown,,,,52.0,
10.1016_j.jnoncrysol.2017.04.027,"Tin-doped indium oxide (ITO), titanium oxide (TiO2), Niobium doped titanium oxide (TiO2:Nb/NTO)","Glass, Polyethylene terephthalate (PET)",DC sputtering,Unknown,,,,25.0,
10.1016_j.jnoncrysol.2017.08.036,BaSrTiO x (BST),,radio frequency magnetron sputtering,Unknown,,0.67,,25.0,
10.1016_j.jnoncrysol.2017.12.046,SiO2,Silicon and silica,Ion beam sputtering,O2,,,,,
10.1016_j.jnoncrysol.2018.09.004,Zr 54 Cu 46 and Zr 27 Hf 27 Cu 46,,Non-reactive magnetron co-sputtering,Ar,,0.53,,,
10.1016_j.jnoncrysol.2020.120556,"ZnO, IWO, and ZIWO (ZnO incorporated indium tungsten oxide)",,Radio-frequency (RF) magnetron sputtering,Unknown,,,,25.0,10.0
10.1016_j.jnoncrysol.2021.121209,Ti 51 Si 24 Ni 14 Nb 11 and Fe 40 Ti 30 Al 18 Si 12 (at.%) thin film metallic glasses (TFMGs),,magnetron co-sputtering,Unknown,,,,,
10.1016_j.jnoncrysol.2022.121409,Tungsten oxide,,DC reactive sputtering,O2,,,,,
10.1016_j.jnucmat.2016.08.025,"Uranium nitride (UNx, where x = 0, 0.23, 0.68, 1.66)",Si,radio frequency magnetron sputtering,Unknown,,,,,
10.1016_j.jnucmat.2019.151855,Amorphous CreAleC and nanocrystalline Cr 2 AlC,Zr alloys,HiPIMS-PVD,Unknown,,,,,
10.1016_j.jpcs.2004.12.002,Copper oxide,Glass slides,Reactive ion beam sputtering,Ar/O2,,,,120.0,360.0
10.1016_j.jpcs.2005.04.003,Copper oxide,Glass,Reactive ion-beam sputtering,O2,,,,120.0,
10.1016_j.jpcs.2005.11.014,Silver doped indium oxide (In2-xAgxO3-y),glass and silicon,reactive DC magnetron sputtering,Unknown,40.0,,,25.0,
10.1016_j.jpcs.2014.04.005,CeO2,quartz,rf-sputtering,Unknown,,,,,
10.1016_j.jpcs.2018.08.009,TiO2,quartz substrate,RF sputtering and e-beam evaporation,Ar,120.0,0.133,0.00667,"[25.0, 200.0]",
10.1016_j.jpcs.2018.10.031,CdO,glass,radio frequency magnetron sputtering,Unknown,,,,,960.0
10.1016_j.jpcs.2020.109907,Si-doped zinc oxide (SZO),p-Si,RF magnetron sputtering,Unknown,,,,,
10.1016_j.jpcs.2024.112428,Pt-WO3 nanocomposite,,Sputtering,Unknown,,,,,
10.1016_j.jpcs.2025.112686,Cu- and Ag-doped HfO2,,Co-sputtering (DC magnetron sputtering),Unknown,,,,,
10.1016_j.jpcs.2025.112784,2 O 5,,Magnetron sputtering,Unknown,,,,,
10.1016_j.jpowsour.2003.09.065,LiCoO 2,Pt-coated silicon,radio frequency magnetron sputtering,Ar,100.0,,,500.0,
10.1016_j.jpowsour.2005.04.014,copper oxide,indium-tin oxide (ITO) onto glass or Si,reactive dc sputtering,Ar/O2,4.0,0.9400000000000001,,420.0,"[210.0, 120.0]"
10.1016_j.jpowsour.2005.10.014,Co3O4,Pt-coated silicon and 304 stainless steel,radio frequency (RF) magnetron sputtering,Unknown,,,,,
10.1016_j.jpowsour.2005.11.039,"Yttrium-oxide-stabilized zirconia (YSZ), Gadolinium-doped ceria (GDC), Samarium-doped ceria (SDC)",,"Laser sputtering (powder production), butyral resin slip casting (film deposition)",Unknown,,,,"[900.0, 800.0]",15000.0
10.1016_j.jpowsour.2005.12.050,"La 0.9 Sr 0.1 Ga 0.8 Mg 0.2 O 3-δ (LSGM), Sm 0.2 Ce 0.8 O 1.9 (SDC), Sc 0.11 Zr 0.89 O 2-δ (ScSZ)","Single crystal sapphire substrates, porous NiO-SDC anodes",RF magnetron sputtering,Unknown,,,,25.0,
10.1016_j.jpowsour.2006.07.011,Copper oxide (CuO) and copper-vanadium mixed oxides CuO(VOy),"Indium-tin oxide (ITO), glass, carbon, or silicon",Reactive d.c. and r.f. sputtering,Ar/O2,,1.0,,,
10.1016_j.jpowsour.2006.08.002,WO3,Glass covered with indium-tin oxide (ITO) or Si,Reactive rf magnetron sputtering,Ar/O2,200.0,0.45000000000000007,,,
10.1016_j.jpowsour.2014.05.101,gadolinia-doped ceria (GDC),metal-based SOFCs,Sputtering,Unknown,,,,,600000.0
10.1016_j.jpowsour.2014.07.013,TiO2/Ti,Stainless steel (StSt),Sputtering,Unknown,,,,500.0,
10.1016_j.jpowsour.2014.08.093,"Pt-CeOx (anode), Pt60Co40 (cathode)",nanostructured GDL,"RF magnetron sputtering (anode), DC magnetron sputtering (cathode)",Unknown,,,,,"[30.0, 50.0]"
